6762.83129311 , 
6777.07076907 , 
6780.91904116 , 
6784.658252 , 
6796.29434299 , 
6818.90924311 , 
6819.62908506 , 
6835.13850403 , 
6838.60508108 , 
6841.97262001 , 
6861.49194312 , 
6863.38773298 , 
7005.0399251 , 
7008.75161004 , 
7014.86499405 , 
7068.1737082 , 
7069.42168808 , 
7080.21332908 , 
7081.43750501 , 
7087.18247414 , 
7091.40494299 , 
7098.62790203 , 
7124.54015517 , 
7133.46763706 , 
7134.14749599 , 
7190.81789708 , 
7325.89425015 , 
7326.39803004 , 
7326.84568501 , 
7389.09198117 , 
7389.50786519 , 
7390.29189897 , 
7391.54844809 , 
7403.4193182 , 
7405.39828706 , 
7451.97781706 , 
7454.85824513 , 
7460.41810513 , 
7509.32023001 , 
7513.49618411 , 
7597.65403008 , 
7620.27701616 , 
7625.98893905 , 
7626.72480917 , 
7629.13239408 , 
7638.38860106 , 
7671.74749017 , 
7891.00512815 , 
7903.88452005 , 
8003.68905497 , 
8004.60332298 , 
8006.18497419 , 
8007.40104508 , 
8008.36105609 , 
8050.6559732 , 
8051.0561831 , 
8063.44896817 , 
8108.51018715 , 
8116.03778505 , 
8124.15765309 , 
8133.04562211 , 
8143.60483217 , 
8272.88954711 , 
8273.44889808 , 
8274.96137118 , 
8275.52084303 , 
8276.00101018 , 
8276.43296599 , 
8276.8651731 , 
8277.28122115 , 
8277.62537503 , 
8277.94608402 , 
8278.2648201 , 
8278.59273601 , 
8278.95308018 , 
8279.28069401 , 
8279.60075498 , 
8279.94497514 , 
8280.32103705 , 
8280.65677214 , 
8281.02473116 , 
8281.41675901 , 
8281.768893 , 
8282.15313816 , 
8282.56070304 , 
8282.95388603 , 
8283.29658508 , 
8431.22804809 , 
8432.14852715 , 
8435.62887001 , 
8437.72404408 , 
8443.86012602 , 
8451.48363018 , 
8454.09185815 , 
8501.67426419 , 
8508.95463204 , 
8510.99363613 , 
8511.79394007 , 
8524.76333499 , 
8527.11329198 , 
8571.54402518 , 
8583.5674901 , 
8641.09364605 , 
8643.08832812 , 
8646.74948502 , 
8657.12558317 , 
8680.7979331 , 
8683.42032099 , 
8686.90049005 , 
8722.89120603 , 
8741.93896198 , 
8743.30649018 , 
8744.34660196 , 
8760.01969504 , 
8960.92392707 , 
8961.14039516 , 
8962.16414618 , 
8963.13186002 , 
8965.00384116 , 
8966.86774707 , 
8971.53243017 , 
8973.10768199 , 
8975.93965697 , 
8992.01151013 , 
9010.55505109 , 
9013.95430708 , 
9024.67432404 , 
9026.9386251 , 
9129.70284915 , 
9211.51695299 , 
9230.26796699 , 
9233.58827209 , 
9234.92379403 , 
9246.16365504 , 
9250.09189415 , 
9251.37391806 , 
9286.09851813 , 
9355.68802619 , 
9528.21133518 , 
9529.25872302 , 
9531.8825202 , 
9538.84242916 , 
9564.65739608 , 
9602.48858404 , 
9608.78676605 , 
9640.57574415 , 
9642.98311996 , 
9645.37511516 , 
9646.28234315 , 
9647.03932714 , 
9648.27117419 , 
9648.7911191 , 
9649.63895202 , 
9650.54309416 , 
9653.65509915 , 
9690.25412798 , 
9692.38985801 , 
9701.05336618 , 
9704.213274 , 
9704.790205 , 
9706.90139914 , 
9709.05368805 , 
9713.58164907 , 
9723.77288818 , 
9726.57281899 , 
9750.51595211 , 
9751.39605117 , 
9836.9459281 , 
9845.84931517 , 
9892.98422599 , 
9967.54136419 , 
9975.05332613 , 
10012.076401 , 
10084.018136 , 
10085.4659691 , 
10116.4814842 , 
10232.6693101 , 
10237.7331331 , 
10244.541265 , 
